ID,WasteType,WasteAmount,Latitude,Longitude,Temperature,WeatherType,DateTime
1035,Cans,6,51.5955,4.78,7.1,Fog,2025-10-07 20:55:00
1036,Paper/Cardboard,9,51.573,4.766,13.0,Sunny,2025-10-07 21:35:00
1037,Electronics,7,51.5955,4.78,10.5,Rain,2025-10-07 21:58:00
1038,Plastic,4,51.56,4.77,10.3,Rain,2025-10-08 04:03:00
1039,Residual,3,51.576,4.796,10.7,Rain,2025-10-08 07:32:00
1040,Bulky,0,51.568,4.73,7.2,Storm,2025-10-08 07:49:00
1041,Bulky,4,51.597,4.772,8.0,Fog,2025-10-08 10:34:00
1042,Bulky,4,51.55,4.812,10.1,Fog,2025-10-08 15:39:00
1043,Bulky,7,51.579,4.743,8.3,Cloudy,2025-10-08 17:16:00
1044,Bulky,3,51.612,4.756,9.3,Fog,2025-10-08 17:58:00
1045,Electronics,8,51.568,4.73,15.9,Sunny,2025-10-08 18:02:00
1046,Plastic,8,51.5887,4.775,7.7,Cloudy,2025-10-08 23:14:00
1047,Paper/Cardboard,4,51.615,4.76,10.8,Cloudy,2025-10-09 00:42:00
1048,Paper/Cardboard,4,51.568,4.73,7.2,Fog,2025-10-09 02:14:00
1049,Electronics,0,51.597,4.772,9.1,Rain,2025-10-09 05:03:00
1050,Plastic,5,51.602,4.779,15.0,Fog,2025-10-09 06:05:00
1051,Residual,2,51.55,4.812,9.4,Fog,2025-10-09 09:14:00
1052,Cans,8,51.56,4.77,11.7,Storm,2025-10-09 13:06:00
1053,Plastic,5,51.6,4.805,6.5,Cloudy,2025-10-09 14:15:00
1054,Cans,6,51.6,4.765,7.3,Storm,2025-10-09 22:40:00
1055,Glass,7,51.5894,4.7757,10.2,Cloudy,2025-10-10 01:09:00
1056,Paper/Cardboard,6,51.556,4.824,13.4,Cloudy,2025-10-10 11:13:00
1057,Paper/Cardboard,11,51.566,4.788,15.9,Cloudy,2025-10-10 13:01:00
1058,Cans,15,51.5832,4.7842,14.3,Sunny,2025-10-10 15:48:00
1059,Electronics,9,51.556,4.824,10.6,Sunny,2025-10-10 16:25:00
1060,Cans,12,51.5862,4.7805,10.9,Sunny,2025-10-10 17:01:00
1061,Glass,8,51.5955,4.78,8.8,Cloudy,2025-10-10 21:54:00
1062,Plastic,11,51.6,4.765,16.1,Cloudy,2025-10-10 23:26:00
1063,Plastic,7,51.56,4.77,11.0,Rain,2025-10-11 04:43:00
1064,Bulky,7,51.602,4.779,5.0,Sunny,2025-10-11 05:22:00
1065,Plastic,10,51.579,4.743,11.3,Sunny,2025-10-11 06:45:00
1066,Plastic,7,51.597,4.772,11.1,Cloudy,2025-10-11 07:19:00
1067,Paper/Cardboard,4,51.6,4.805,5.3,Fog,2025-10-11 12:12:00
1068,Paper/Cardboard,10,51.5832,4.7842,14.0,Rain,2025-10-11 18:13:00
1069,Residual,3,51.571,4.808,16.5,Storm,2025-10-12 00:54:00
1070,Plastic,9,51.605,4.816,8.3,Cloudy,2025-10-12 05:39:00
1071,Residual,5,51.556,4.824,12.2,Sunny,2025-10-12 07:28:00
1072,Residual,7,51.576,4.796,7.2,Sunny,2025-10-12 07:54:00
1073,Paper/Cardboard,8,51.605,4.816,13.3,Sunny,2025-10-12 09:30:00
1074,Bulky,3,51.566,4.788,3.9,Rain,2025-10-12 13:00:00
1075,Bulky,5,51.568,4.73,14.8,Rain,2025-10-12 15:38:00
1076,Plastic,7,51.5955,4.78,10.7,Storm,2025-10-12 16:36:00
1077,Glass,4,51.5862,4.7805,0.4,Storm,2025-10-12 20:06:00
1078,Plastic,10,51.5894,4.7757,5.8,Cloudy,2025-10-12 22:34:00
1079,Electronics,5,51.5832,4.7842,13.7,Cloudy,2025-10-13 03:40:00
1080,Plastic,7,51.5905,4.7745,1.7,Sunny,2025-10-13 03:44:00
1081,Residual,6,51.576,4.796,4.6,Cloudy,2025-10-13 07:44:00
1082,Paper/Cardboard,9,51.599,4.717,11.5,Sunny,2025-10-13 12:33:00
1083,Paper/Cardboard,8,51.6,4.765,6.7,Fog,2025-10-13 17:47:00
1084,Glass,11,51.56,4.77,5.2,Sunny,2025-10-13 20:18:00
1085,Bulky,1,51.597,4.772,6.3,Rain,2025-10-13 22:15:00
1086,Cans,6,51.586,4.756,10.4,Cloudy,2025-10-13 23:42:00
1087,Cans,6,51.556,4.779,3.1,Fog,2025-10-14 05:32:00
1088,Paper/Cardboard,3,51.573,4.766,11.1,Cloudy,2025-10-14 05:44:00
1089,Residual,7,51.573,4.766,3.2,Sunny,2025-10-14 06:04:00
1090,Paper/Cardboard,2,51.573,4.766,18.5,Rain,2025-10-14 07:57:00
1091,Bulky,0,51.6,4.805,9.5,Storm,2025-10-14 08:13:00
1092,Bulky,0,51.6,4.805,6.3,Rain,2025-10-14 08:47:00
1093,Residual,7,51.556,4.779,5.6,Cloudy,2025-10-14 14:19:00
1094,Plastic,13,51.5862,4.7805,9.9,Sunny,2025-10-14 15:46:00
1095,Paper/Cardboard,2,51.571,4.808,7.0,Storm,2025-10-14 17:53:00
1096,Electronics,2,51.55,4.812,10.7,Rain,2025-10-14 21:46:00
1097,Plastic,8,51.5886,4.7766,7.4,Fog,2025-10-14 22:39:00
1098,Plastic,4,51.5894,4.7757,9.2,Fog,2025-10-15 00:14:00
1099,Cans,0,51.568,4.73,7.3,Storm,2025-10-15 03:18:00
1100,Residual,0,51.5905,4.801,8.2,Rain,2025-10-15 04:02:00
1101,Bulky,1,51.568,4.73,11.7,Storm,2025-10-15 06:10:00
1102,Bulky,3,51.571,4.808,13.0,Storm,2025-10-16 02:30:00
1103,Plastic,2,51.6,4.805,10.3,Storm,2025-10-16 03:14:00
1104,Paper/Cardboard,9,51.6,4.765,9.1,Sunny,2025-10-16 04:19:00
1105,Plastic,3,51.5832,4.7842,7.2,Storm,2025-10-16 07:26:00
1106,Plastic,7,51.573,4.766,11.0,Cloudy,2025-10-16 08:25:00
1107,Glass,1,51.573,4.766,3.7,Storm,2025-10-16 14:58:00
1108,Plastic,8,51.597,4.772,12.7,Fog,2025-10-16 16:48:00
1109,Residual,2,51.612,4.756,15.8,Cloudy,2025-10-16 22:02:00
1110,Cans,10,51.556,4.779,15.2,Sunny,2025-10-17 01:10:00
1111,Plastic,5,51.597,4.772,10.5,Cloudy,2025-10-17 04:33:00
1112,Paper/Cardboard,8,51.5905,4.7745,6.1,Cloudy,2025-10-17 04:39:00
1113,Bulky,3,51.6,4.805,10.8,Cloudy,2025-10-17 05:25:00
1114,Bulky,4,51.6,4.805,7.0,Cloudy,2025-10-17 13:37:00
1115,Paper/Cardboard,5,51.599,4.717,11.2,Storm,2025-10-17 14:25:00
1116,Electronics,5,51.6,4.805,5.8,Cloudy,2025-10-17 17:03:00
1117,Cans,6,51.5905,4.801,8.2,Storm,2025-10-17 18:53:00
1118,Electronics,5,51.55,4.812,7.2,Fog,2025-10-17 19:40:00
1119,Residual,4,51.5886,4.7766,6.4,Rain,2025-10-18 03:35:00
1120,Cans,9,51.5886,4.7766,13.9,Rain,2025-10-18 04:22:00
1121,Cans,7,51.599,4.717,9.9,Cloudy,2025-10-18 05:23:00
1122,Bulky,7,51.573,4.766,11.9,Sunny,2025-10-18 10:31:00
1123,Residual,10,51.5862,4.7805,10.4,Rain,2025-10-18 14:48:00
1124,Cans,11,51.5905,4.7745,7.8,Fog,2025-10-18 20:13:00
1125,Cans,5,51.599,4.717,8.8,Storm,2025-10-18 22:26:00
1126,Cans,10,51.5832,4.7842,8.9,Cloudy,2025-10-18 23:49:00
1127,Paper/Cardboard,8,51.5862,4.7805,11.7,Sunny,2025-10-19 02:54:00
1128,Cans,10,51.5955,4.78,10.5,Fog,2025-10-19 13:26:00
1129,Electronics,2,51.576,4.796,10.5,Storm,2025-10-19 14:34:00
1130,Paper/Cardboard,6,51.556,4.824,12.4,Cloudy,2025-10-20 09:57:00
1131,Electronics,0,51.55,4.812,13.0,Storm,2025-10-20 10:54:00
1132,Electronics,4,51.566,4.788,10.0,Cloudy,2025-10-20 22:33:00
1133,Bulky,4,51.599,4.717,11.1,Cloudy,2025-10-21 07:28:00
1134,Paper/Cardboard,1,51.586,4.756,8.2,Rain,2025-10-23 01:05:00
1135,Glass,11,51.5862,4.7805,8.7,Sunny,2025-10-23 07:28:00
1136,Residual,3,51.5905,4.7745,4.2,Storm,2025-10-23 10:31:00
1137,Plastic,9,51.5887,4.775,7.0,Cloudy,2025-10-23 20:04:00
1138,Cans,4,51.605,4.816,9.7,Rain,2025-10-24 02:33:00
1139,Bulky,0,51.612,4.756,3.7,Storm,2025-10-24 04:09:00
1140,Glass,2,51.605,4.816,8.5,Cloudy,2025-10-24 05:30:00
1141,Bulky,0,51.568,4.73,9.9,Storm,2025-10-24 13:50:00
1142,Paper/Cardboard,7,51.5905,4.7745,9.5,Fog,2025-10-24 20:51:00
1143,Cans,6,51.599,4.717,3.1,Cloudy,2025-10-25 00:21:00
1144,Bulky,4,51.586,4.756,7.0,Cloudy,2025-10-25 02:28:00
1145,Paper/Cardboard,1,51.568,4.73,3.5,Rain,2025-10-25 03:03:00
1146,Residual,2,51.6,4.805,11.9,Storm,2025-10-25 06:18:00
1147,Paper/Cardboard,3,51.566,4.788,6.4,Rain,2025-10-25 07:35:00
1148,Paper/Cardboard,6,51.612,4.756,5.1,Rain,2025-10-25 18:18:00
1149,Plastic,9,51.56,4.77,4.9,Cloudy,2025-10-26 03:11:00
1150,Bulky,9,51.605,4.816,11.8,Cloudy,2025-10-26 17:05:00
1151,Cans,11,51.602,4.779,9.1,Sunny,2025-10-26 20:24:00
1152,Residual,5,51.602,4.779,10.6,Rain,2025-10-26 23:28:00
1153,Cans,5,51.5955,4.78,10.0,Cloudy,2025-10-27 03:24:00
1154,Plastic,4,51.612,4.756,5.4,Fog,2025-10-27 03:48:00
1155,Cans,8,51.5832,4.7842,11.7,Cloudy,2025-10-27 05:31:00
1156,Plastic,4,51.576,4.796,6.0,Fog,2025-10-27 07:00:00
1157,Bulky,5,51.597,4.772,8.6,Cloudy,2025-10-27 10:55:00
1158,Residual,2,51.573,4.766,7.0,Rain,2025-10-27 12:22:00
1159,Residual,4,51.612,4.756,5.3,Fog,2025-10-27 13:25:00
1160,Paper/Cardboard,2,51.556,4.824,4.4,Rain,2025-10-27 17:27:00
1161,Plastic,9,51.566,4.788,5.9,Sunny,2025-10-27 17:34:00
1162,Paper/Cardboard,5,51.573,4.766,10.4,Storm,2025-10-27 21:26:00
1163,Paper/Cardboard,7,51.6,4.765,5.5,Cloudy,2025-10-28 01:32:00
1164,Residual,1,51.612,4.756,4.0,Rain,2025-10-28 07:39:00
1165,Paper/Cardboard,2,51.5905,4.801,10.0,Fog,2025-10-28 21:00:00
1166,Cans,6,51.56,4.77,11.0,Rain,2025-10-29 01:18:00
1167,Residual,5,51.602,4.779,5.6,Sunny,2025-10-29 02:56:00
1168,Bulky,3,51.568,4.73,6.1,Cloudy,2025-10-29 08:39:00
1169,Electronics,3,51.5955,4.78,7.2,Storm,2025-10-29 21:46:00
1170,Electronics,0,51.576,4.796,4.7,Rain,2025-10-30 04:46:00
1171,Cans,6,51.6,4.765,10.4,Storm,2025-10-30 12:12:00
1172,Bulky,7,51.556,4.779,6.6,Fog,2025-10-30 12:47:00
1173,Electronics,7,51.55,4.812,12.7,Sunny,2025-10-30 15:47:00
1174,Plastic,7,51.56,4.77,4.0,Storm,2025-10-30 17:55:00
1175,Bulky,5,51.615,4.76,6.3,Cloudy,2025-10-30 20:01:00
1176,Paper/Cardboard,6,51.573,4.766,5.7,Fog,2025-10-31 01:59:00
1177,Paper/Cardboard,2,51.586,4.756,1.3,Storm,2025-10-31 02:03:00
1178,Glass,2,51.6,4.765,1.2,Storm,2025-10-31 02:34:00
1179,Glass,5,51.5832,4.7842,12.5,Storm,2025-10-31 04:28:00
1180,Cans,4,51.5886,4.7766,4.1,Storm,2025-10-31 08:18:00
1181,Glass,5,51.5905,4.801,6.1,Cloudy,2025-10-31 12:36:00
1182,Residual,5,51.573,4.766,1.2,Fog,2025-10-31 16:46:00
1183,Residual,6,51.5905,4.801,5.7,Rain,2025-10-31 18:30:00
1184,Residual,6,51.571,4.808,12.9,Storm,2025-10-31 19:04:00
1185,Cans,5,51.6,4.765,4.8,Fog,2025-11-01 01:44:00
1186,Electronics,1,51.55,4.812,9.8,Cloudy,2025-11-01 04:28:00
1187,Bulky,0,51.602,4.779,5.1,Storm,2025-11-01 06:18:00
1188,Electronics,0,51.5905,4.801,6.5,Storm,2025-11-01 06:27:00
1189,Paper/Cardboard,6,51.576,4.796,7.8,Sunny,2025-11-01 07:59:00
1190,Bulky,4,51.568,4.73,5.4,Sunny,2025-11-01 22:04:00
1191,Bulky,6,51.612,4.756,5.0,Sunny,2025-11-01 23:54:00
1192,Electronics,3,51.56,4.77,8.1,Storm,2025-11-02 03:25:00
1193,Cans,10,51.556,4.779,5.0,Fog,2025-11-02 15:08:00
1194,Cans,10,51.6,4.765,7.4,Fog,2025-11-02 15:50:00
1195,Electronics,9,51.5862,4.7805,3.3,Cloudy,2025-11-02 17:28:00
1196,Residual,7,51.612,4.756,5.5,Cloudy,2025-11-02 19:43:00
1197,Paper/Cardboard,6,51.5905,4.7745,5.2,Cloudy,2025-11-03 00:38:00
1198,Paper/Cardboard,6,51.556,4.824,4.2,Fog,2025-11-03 13:35:00
1199,Glass,4,51.5832,4.7842,6.9,Rain,2025-11-03 22:56:00
1200,Glass,1,51.556,4.824,3.8,Storm,2025-11-03 23:10:00
1201,Plastic,4,51.568,4.73,12.9,Cloudy,2025-11-03 23:54:00
1202,Cans,6,51.5894,4.7757,10.7,Sunny,2025-11-04 02:33:00
1203,Cans,4,51.5886,4.7766,6.0,Fog,2025-11-04 05:57:00
1204,Plastic,5,51.571,4.808,4.0,Cloudy,2025-11-04 15:15:00
1205,Paper/Cardboard,4,51.5905,4.7745,4.7,Storm,2025-11-04 16:48:00
1206,Glass,7,51.573,4.766,9.9,Cloudy,2025-11-04 16:48:00
1207,Cans,7,51.556,4.779,6.8,Cloudy,2025-11-04 17:29:00
1208,Plastic,5,51.5887,4.775,8.1,Rain,2025-11-04 21:04:00
1209,Residual,2,51.5887,4.775,10.2,Storm,2025-11-04 21:35:00
1210,Cans,2,51.5955,4.78,-1.7,Rain,2025-11-05 02:26:00
1211,Electronics,5,51.5886,4.7766,7.2,Cloudy,2025-11-05 14:21:00
1212,Bulky,3,51.576,4.796,4.6,Cloudy,2025-11-05 18:23:00
1213,Paper/Cardboard,9,51.586,4.756,8.9,Sunny,2025-11-05 19:41:00
1214,Cans,6,51.5894,4.7757,-1.7,Cloudy,2025-11-05 19:56:00
1215,Bulky,4,51.568,4.73,3.1,Sunny,2025-11-06 05:05:00
1216,Glass,4,51.5862,4.7805,3.4,Storm,2025-11-06 13:31:00
1217,Plastic,8,51.5862,4.7805,5.2,Cloudy,2025-11-06 16:06:00
1218,Paper/Cardboard,7,51.5905,4.7745,2.8,Fog,2025-11-06 16:18:00
1219,Paper/Cardboard,4,51.573,4.766,11.2,Rain,2025-11-06 17:19:00
1220,Paper/Cardboard,6,51.597,4.772,8.2,Fog,2025-11-06 18:51:00
1221,Cans,7,51.56,4.77,10.0,Fog,2025-11-06 19:28:00
1222,Electronics,1,51.605,4.816,4.2,Storm,2025-11-06 23:45:00
1223,Electronics,7,51.5886,4.7766,0.6,Sunny,2025-11-07 01:00:00
1224,Paper/Cardboard,8,51.599,4.717,9.5,Sunny,2025-11-07 03:25:00
1225,Electronics,4,51.602,4.779,2.7,Sunny,2025-11-07 04:30:00
1226,Bulky,0,51.615,4.76,6.9,Storm,2025-11-07 05:15:00
1227,Electronics,0,51.586,4.756,5.9,Rain,2025-11-07 05:55:00
1228,Residual,3,51.576,4.796,5.0,Fog,2025-11-07 08:52:00
1229,Cans,10,51.556,4.824,5.9,Sunny,2025-11-07 16:36:00
1230,Residual,7,51.6,4.765,5.3,Rain,2025-11-07 19:07:00
1231,Cans,5,51.566,4.788,4.6,Cloudy,2025-11-07 20:21:00
1232,Cans,1,51.55,4.812,4.0,Storm,2025-11-08 03:57:00
1233,Paper/Cardboard,3,51.5894,4.7757,0.7,Storm,2025-11-08 04:58:00
1234,Residual,7,51.5905,4.7745,3.9,Cloudy,2025-11-08 06:08:00
1235,Glass,2,51.5905,4.7745,3.8,Storm,2025-11-08 06:18:00
1236,Bulky,6,51.556,4.824,10.1,Fog,2025-11-08 11:11:00
1237,Bulky,2,51.586,4.756,11.0,Storm,2025-11-08 17:08:00
1238,Residual,9,51.602,4.779,15.5,Sunny,2025-11-08 17:56:00
1239,Residual,12,51.5887,4.775,8.7,Sunny,2025-11-08 18:43:00
1240,Electronics,6,51.568,4.73,9.9,Sunny,2025-11-08 23:24:00
1241,Plastic,5,51.5887,4.775,7.8,Rain,2025-11-09 06:42:00
1242,Electronics,1,51.55,4.812,5.5,Rain,2025-11-09 06:44:00
1243,Cans,4,51.6,4.805,3.2,Rain,2025-11-09 13:46:00
1244,Plastic,12,51.5887,4.775,6.6,Sunny,2025-11-09 19:44:00
1245,Bulky,2,51.6,4.805,9.0,Fog,2025-11-10 08:57:00
1246,Residual,9,51.556,4.779,5.1,Cloudy,2025-11-10 21:25:00
1247,Glass,1,51.6,4.805,11.1,Rain,2025-11-10 23:41:00
1248,Bulky,1,51.5905,4.801,4.2,Cloudy,2025-11-11 08:04:00
1249,Glass,3,51.576,4.796,1.7,Cloudy,2025-11-11 11:14:00
1250,Residual,9,51.5955,4.78,9.9,Sunny,2025-11-11 15:26:00
1251,Residual,4,51.556,4.824,2.5,Sunny,2025-11-11 15:51:00
1252,Glass,7,51.5862,4.7805,1.8,Rain,2025-11-11 16:02:00
1253,Residual,0,51.573,4.766,1.6,Rain,2025-11-12 01:46:00
1254,Plastic,7,51.5886,4.7766,13.2,Cloudy,2025-11-12 05:47:00
1255,Plastic,5,51.579,4.743,7.8,Cloudy,2025-11-12 06:00:00
1256,Paper/Cardboard,5,51.599,4.717,1.3,Cloudy,2025-11-12 08:33:00
1257,Bulky,5,51.5862,4.7805,5.0,Cloudy,2025-11-12 11:23:00
1258,Paper/Cardboard,4,51.5887,4.775,3.9,Cloudy,2025-11-12 11:53:00
1259,Cans,9,51.556,4.779,11.9,Fog,2025-11-12 19:27:00
1260,Paper/Cardboard,4,51.576,4.796,5.0,Fog,2025-11-13 06:20:00
1261,Plastic,5,51.556,4.779,3.4,Rain,2025-11-13 07:26:00
1262,Paper/Cardboard,6,51.612,4.756,3.0,Sunny,2025-11-13 09:14:00
1263,Paper/Cardboard,5,51.571,4.808,6.1,Cloudy,2025-11-14 00:39:00
1264,Glass,0,51.576,4.796,1.3,Storm,2025-11-14 01:37:00
1265,Residual,3,51.556,4.779,-0.1,Storm,2025-11-14 10:30:00
1266,Paper/Cardboard,8,51.5887,4.775,0.3,Sunny,2025-11-14 14:17:00
1267,Paper/Cardboard,5,51.566,4.788,1.2,Fog,2025-11-14 20:46:00
1268,Plastic,7,51.5832,4.7842,4.7,Fog,2025-11-14 22:51:00
1269,Glass,2,51.5832,4.7842,6.9,Storm,2025-11-15 01:58:00
1270,Glass,6,51.586,4.756,6.8,Sunny,2025-11-15 02:42:00
1271,Cans,8,51.6,4.765,6.8,Rain,2025-11-15 08:37:00
1272,Bulky,0,51.568,4.73,3.7,Storm,2025-11-15 12:10:00
1273,Glass,6,51.5905,4.7745,9.4,Rain,2025-11-15 16:43:00
1274,Bulky,4,51.586,4.756,5.7,Fog,2025-11-16 00:08:00
1275,Cans,11,51.6,4.765,5.7,Cloudy,2025-11-16 05:03:00
1276,Glass,2,51.5955,4.78,3.0,Storm,2025-11-16 08:39:00
1277,Paper/Cardboard,6,51.597,4.772,6.4,Cloudy,2025-11-16 10:14:00
1278,Residual,4,51.579,4.743,3.7,Cloudy,2025-11-16 10:38:00
1279,Plastic,10,51.579,4.743,6.9,Sunny,2025-11-16 14:57:00
1280,Residual,2,51.599,4.717,6.1,Storm,2025-11-16 21:26:00
1281,Bulky,6,51.615,4.76,8.4,Sunny,2025-11-16 22:13:00
1282,Bulky,1,51.615,4.76,-5.7,Cloudy,2025-11-17 02:49:00
1283,Residual,2,51.5905,4.801,4.9,Cloudy,2025-11-17 02:50:00
1284,Cans,6,51.5886,4.7766,4.6,Fog,2025-11-17 04:14:00
1285,Plastic,3,51.612,4.756,3.5,Cloudy,2025-11-17 05:34:00
1286,Paper/Cardboard,7,51.5894,4.7757,4.2,Cloudy,2025-11-17 07:11:00
1287,Residual,3,51.5905,4.801,4.6,Storm,2025-11-17 09:39:00
1288,Bulky,4,51.566,4.788,7.2,Cloudy,2025-11-17 11:06:00
1289,Paper/Cardboard,5,51.615,4.76,0.4,Cloudy,2025-11-17 12:54:00
1290,Residual,9,51.612,4.756,8.3,Sunny,2025-11-17 14:51:00
1291,Paper/Cardboard,2,51.573,4.766,-4.5,Rain,2025-11-17 17:59:00
1292,Paper/Cardboard,4,51.5905,4.801,7.2,Fog,2025-11-17 18:09:00
1293,Plastic,7,51.56,4.77,2.4,Storm,2025-11-17 18:43:00
1294,Residual,3,51.5862,4.7805,8.8,Storm,2025-11-17 19:55:00
1295,Glass,0,51.55,4.812,1.3,Fog,2025-11-18 03:38:00
1296,Residual,1,51.5905,4.801,9.1,Rain,2025-11-18 04:34:00
1297,Plastic,8,51.571,4.808,6.9,Sunny,2025-11-18 06:16:00
1298,Residual,3,51.5862,4.7805,2.9,Cloudy,2025-11-18 06:44:00
1299,Electronics,5,51.6,4.765,8.3,Fog,2025-11-18 20:32:00
1300,Bulky,0,51.6,4.805,-4.1,Storm,2025-11-18 23:36:00
1301,Glass,2,51.571,4.808,5.2,Cloudy,2025-11-19 00:19:00
1302,Residual,0,51.556,4.824,-0.2,Rain,2025-11-19 03:12:00
1303,Residual,3,51.579,4.743,5.6,Fog,2025-11-19 04:14:00
1304,Glass,2,51.55,4.812,2.7,Cloudy,2025-11-19 05:46:00
1305,Electronics,4,51.586,4.756,7.6,Sunny,2025-11-19 08:52:00
1306,Paper/Cardboard,7,51.5905,4.7745,8.3,Sunny,2025-11-19 11:37:00
1307,Plastic,5,51.556,4.779,1.3,Fog,2025-11-19 13:15:00
1308,Cans,3,51.597,4.772,0.8,Storm,2025-11-19 14:12:00
1309,Paper/Cardboard,8,51.605,4.816,6.3,Sunny,2025-11-19 14:59:00
1310,Electronics,2,51.5955,4.78,9.8,Rain,2025-11-20 02:08:00
1311,Cans,8,51.597,4.772,6.1,Sunny,2025-11-20 05:21:00
1312,Paper/Cardboard,5,51.597,4.772,7.2,Fog,2025-11-20 09:52:00
1313,Paper/Cardboard,2,51.615,4.76,4.9,Storm,2025-11-20 15:06:00
1314,Paper/Cardboard,5,51.571,4.808,6.4,Fog,2025-11-20 17:35:00
1315,Paper/Cardboard,6,51.5905,4.7745,6.0,Fog,2025-11-21 04:02:00
1316,Plastic,8,51.599,4.717,3.8,Sunny,2025-11-21 04:23:00
1317,Residual,4,51.615,4.76,6.0,Sunny,2025-11-21 04:29:00
1318,Paper/Cardboard,9,51.5886,4.7766,8.4,Cloudy,2025-11-21 12:01:00
1319,Bulky,3,51.597,4.772,3.1,Fog,2025-11-21 20:02:00
1320,Electronics,1,51.597,4.772,3.1,Storm,2025-11-21 20:47:00
1321,Bulky,6,51.597,4.772,8.8,Cloudy,2025-11-21 22:58:00
1322,Paper/Cardboard,1,51.612,4.756,6.0,Rain,2025-11-22 04:34:00
1323,Plastic,5,51.573,4.766,0.3,Rain,2025-11-22 05:56:00
1324,Bulky,2,51.568,4.73,-3.3,Fog,2025-11-22 08:19:00
1325,Cans,10,51.5862,4.7805,4.7,Cloudy,2025-11-22 14:34:00
1326,Electronics,3,51.571,4.808,0.5,Fog,2025-11-22 15:10:00
1327,Glass,8,51.55,4.812,1.5,Sunny,2025-11-22 15:26:00
1328,Plastic,8,51.6,4.765,6.2,Fog,2025-11-22 18:21:00
1329,Paper/Cardboard,5,51.612,4.756,-2.5,Cloudy,2025-11-22 22:17:00
1330,Residual,4,51.55,4.812,3.3,Cloudy,2025-11-23 01:06:00
1331,Cans,2,51.56,4.77,4.1,Storm,2025-11-23 03:16:00
1332,Paper/Cardboard,3,51.576,4.796,3.7,Storm,2025-11-23 03:19:00
1333,Electronics,7,51.6,4.765,8.0,Sunny,2025-11-23 08:39:00
1334,Paper/Cardboard,14,51.5832,4.7842,4.0,Sunny,2025-11-23 16:20:00
1335,Electronics,3,51.576,4.796,5.8,Fog,2025-11-24 13:04:00
1336,Glass,5,51.6,4.765,3.3,Cloudy,2025-11-25 03:29:00
1337,Cans,4,51.5887,4.775,1.1,Storm,2025-11-25 14:35:00
1338,Glass,2,51.568,4.73,4.0,Storm,2025-11-25 14:49:00
1339,Paper/Cardboard,4,51.612,4.756,-3.0,Storm,2025-11-25 18:45:00
1340,Residual,3,51.586,4.756,3.0,Storm,2025-11-25 18:53:00
1341,Residual,4,51.556,4.779,4.0,Storm,2025-11-25 22:32:00
1342,Residual,0,51.597,4.772,8.1,Rain,2025-11-26 06:33:00
1343,Bulky,1,51.612,4.756,0.4,Fog,2025-11-26 07:39:00
1344,Residual,0,51.571,4.808,-0.1,Storm,2025-11-26 08:59:00
1345,Cans,1,51.5905,4.7745,0.9,Storm,2025-11-26 09:54:00
1346,Residual,1,51.6,4.805,7.8,Rain,2025-11-26 11:34:00
1347,Paper/Cardboard,1,51.571,4.808,0.1,Rain,2025-11-27 03:26:00
1348,Cans,5,51.556,4.779,6.3,Fog,2025-11-27 03:53:00
1349,Glass,4,51.5894,4.7757,4.9,Fog,2025-11-27 05:12:00
1350,Cans,10,51.5894,4.7757,2.6,Sunny,2025-11-27 06:05:00
1351,Paper/Cardboard,0,51.571,4.808,5.6,Rain,2025-11-27 06:16:00
1352,Bulky,4,51.5832,4.7842,1.1,Rain,2025-11-27 15:07:00
1353,Glass,10,51.5905,4.7745,10.3,Cloudy,2025-11-27 16:08:00
1354,Paper/Cardboard,5,51.5887,4.775,9.6,Rain,2025-11-27 21:04:00
1355,Cans,0,51.579,4.743,-0.4,Storm,2025-11-28 04:17:00
1356,Bulky,0,51.602,4.779,4.4,Storm,2025-11-28 05:58:00
1357,Glass,6,51.5862,4.7805,6.5,Fog,2025-11-28 13:08:00
1358,Residual,4,51.579,4.743,7.9,Rain,2025-11-28 14:31:00
1359,Cans,8,51.556,4.779,-0.1,Fog,2025-11-28 18:33:00
1360,Residual,0,51.568,4.73,4.8,Storm,2025-11-29 02:10:00
1361,Glass,9,51.571,4.808,5.2,Sunny,2025-11-29 02:41:00
1362,Electronics,4,51.556,4.779,6.1,Storm,2025-11-29 04:36:00
1363,Paper/Cardboard,4,51.579,4.743,5.8,Rain,2025-11-29 11:04:00
1364,Electronics,4,51.612,4.756,-1.7,Fog,2025-11-29 17:37:00
1365,Electronics,4,51.5894,4.7757,-0.3,Storm,2025-11-29 18:34:00
1366,Paper/Cardboard,7,51.602,4.779,-2.4,Fog,2025-11-29 19:03:00
1367,Paper/Cardboard,5,51.55,4.812,2.1,Cloudy,2025-11-29 23:57:00
1368,Electronics,6,51.5905,4.801,3.5,Cloudy,2025-11-29 23:57:00
1369,Paper/Cardboard,4,51.605,4.816,6.8,Storm,2025-11-30 00:29:00
1370,Paper/Cardboard,4,51.5955,4.78,6.7,Storm,2025-11-30 05:45:00
1371,Bulky,3,51.605,4.816,1.1,Fog,2025-11-30 07:13:00
1372,Residual,1,51.571,4.808,3.2,Storm,2025-11-30 10:39:00
1373,Cans,9,51.6,4.765,6.4,Cloudy,2025-11-30 12:47:00
1374,Cans,9,51.602,4.779,7.8,Cloudy,2025-11-30 18:40:00
1375,Residual,8,51.5894,4.7757,9.0,Fog,2025-11-30 19:43:00
